a-fortiori aforsïori
tsigane tsigan
tsé-tsé tsétsé
tu ty
tuant t%â
tuante t%ât
tub teb
tuba tyba
tubage tybaj
tubard tybar
tubarde tybard^
tube tyb
tubercule tyb%rkyl
tuberculeuse tyb%rkylEz
tuberculeux tyb%rkylE
tuberculine tyb%rkylin
tuberculose tyb%rkyloz
tubulaire tybyl%r
tubulure tybylyr
tubéreuse tybérEz
tudesque tyd%sk^
tue-mouche tymu/
tue-tête tyt%t
tuer t%é
tuerie tyri
tueur t%er
tueuse t%Ez
tuf tyf
tuile t%il
tuilerie t%ilri
tulipe tylip
tulle tyl
tumeur tymer
tumulte tymylt^
tumultueuse tymylt%Ez
tumultueusement tymylt%Ezmâ
tumultueux tymylt%E
tumulus tymylys
tuméfaction tyméfaksïô
tuméfier tyméfïé
tungstène tûkst%n
tunique tynik
tunnel tyn%l
turban tyrbâ
turbin tyrbê
turbine tyrbin
turbiner tyrbiné
turbocompresseur tyrbokôpréser
turbomoteur tyrbomoter
turbopropulseur tyrbopropylser
turboréacteur tyrboréakter
turbot tyrbo
turbulence tyrbylâs
turbulent tyrbylâ
turbulente tyrbylât
turc tyrk
turf tyrf
turfiste tyrfist^
turgescence tyrjésâs
turgescent tyrjésâ
turgescente tyrjésât
turlupiner tyrlypiné
turne tyrn^
turpitude tyrpityd
turque tyrk^
turquerie tyrk^ri
turquoise tyrk!az
tussor tysor
tutelle tyt%l
tuteur tyter
tutoiement tyt!amâ
tutoyer tyt!aïé
tutrice tytris
tutti-quanti tytik!âti
tutu tyty
tutélaire tytél%r
tuyau t%iïo
tuyauter t%iïoté
tuyauterie t%iïotri
tuyère t%iï%r
tweed t!id
twist t!ist
tympan têpâ
tympanon têpanô
type tip
typhique tifik
typhon tifô
typhoïde tifoid
typhus tifys
typique tipik
typiquement tipikmâ
typographe tipograf
typographie tipografi
typographique tipografik
typologie tipoloji
typologique tipolojik
typé tipé
typée tipé
tyran tirâ
tyranneau tirano
tyrannie tirani
tyrannique tiranik
tyranniser tiranizé
tyrolienne tirolï%n
tzigane dzigan
tâche ta/
tâcher ta/é
tâcheron ta/rô
tâte-vin tatvê
tâter taté
tâtonnant tatonâ
tâtonnante tatonât
tâtonnement tatonmâ
tâtonner tatoné
tâtons tatô
té té
tégument tégymâ
télescopage tél%skopaj
télescope tél%skop
télescoper tél%skopé
télescopique tél%skopik
télex tél%ks
télé télé
télécinéma télésinéma
télécommande télékomâd
télécommander télékomâdé
télécommunication télékomynikasïô
téléférique téléférik
télégramme télégram
télégraphe télégraf
télégraphie télégrafi
télégraphier télégrafïé
télégraphique télégrafik
télégraphiquement télégrafikmâ
télégraphiste télégrafist^
téléguidage télégidaj
téléguider télégidé
télémètre télém%tr^
téléobjectif téléobj%ktif
téléologie téléoloji
téléologique téléolojik
télépathie télépati
télépathique télépatik
téléphone téléfon
téléphoner téléfoné
téléphonique téléfonik
téléphoniste téléfonist^
téléphérique téléférik
téléscripteur téléskripter
télésiège télésï%j
téléski téléski
téléspectateur télésp%ktater
téléspectatrice télésp%ktatris
télétype télétip
téléviser télévizé
téléviseur télévizer
télévision télévizïô
témoignage tém!aNaj
témoigner tém!aNé
témoin tém!ê
téméraire témér%r
témérairement témér%rmâ
témérité témérité
ténacité ténasité
ténia ténïa
ténor ténor
ténu tény
ténue tény
ténuité tén%ité
ténèbres tén%br^
ténébreuse ténébrEz
ténébreux ténébrE
tératologie tératoloji
térébenthine térébâtin
térébrant térébrâ
térébrante térébrât
tétanique tétanik
tétaniser tétanizé
tétanos tétanos
téter tété
tétine tétin
téton tétô
tétralogie tétraloji
tétrapodes tétrapod
tétraèdre tétra%dr^
tétée tété
têtard t%tar
tête t%t
tête-bêche t%tb%/
tête-de-loup t%td^lu
tête-de-nègre t%td^n%gr^
tête-à-queue t%takE
tête-à-tête t%tat%t
têtu téty
têtue téty
tôle tol
tôlerie tolri
tôlier tolïé
tôlière tolï%r
tôt to
ubiquité ybik%ité
ukase ykaz
ulcère yls%r
ulcération ylsérasïô
ulcérer ylséré
ulcéreuse ylsérEz
ulcéreux ylsérE
ultimatum yltimatom
ultime yltim
ultra yltra
ultra-court yltrakur
ultra-courte yltrakurt^
ultra-rapide yltrarapid
ultra-sensible yltrasâsibl^
ultra-son yltrasô
ultra-violet yltravïol%
ultra-violette yltravïol%t
ultramicroscope yltramikroskop
ultramoderne yltramod%rn^
ultramontain yltramôtê
ultramontaine yltramôt%n
ultrason yltrasô
ultraviolet yltravïol%
ultraviolette yltravïol%t
ultérieur yltérïer
ultérieure yltérïer
ultérieurement yltérïermâ
ululer ylylé
un û
unanime ynanim
unanimement ynanimmâ
unanimité ynanimité
une yn
uni yni
unicellulaire ynisélyl%r
unicité ynisité
unie yni
unificateur ynifikater
unification ynifikasïô
unificatrice ynifikatris
unifier ynifïé
uniforme yniform^
uniformisation yniformizasïô
uniformiser yniformizé
uniformité yniformité
uniformément yniformémâ
unijambiste ynijâbist^
unilatéral ynilatéral
unilatérale ynilatéral
unilatéralement ynilatéralmâ
unilatéraux ynilatéro
uniment ynimâ
union ynïô
uniprix ynipri
unique ynik
uniquement ynikmâ
unir ynir
unisexué ynis%ks%é
unisexuée ynis%ks%é
unisson ynisô
unitaire ynit%r
unité ynité
univalve ynivalv^
univers yniv%r
universalisation yniv%rsalizasïô
universaliser yniv%rsalizé
universalité yniv%rsalité
universel yniv%rs%l
universelle yniv%rs%l
universellement yniv%rs%lmâ
universitaire yniv%rsit%r
université yniv%rsité
univocité ynivosité
univoque ynivok
unième ynï%m
uppercut yp%rkyt
uranium yranïom
urbain yrbê
urbaine yrb%n
urbanisation yrbanizasïô
urbaniser yrbanizé
urbanisme yrbanism^
urbaniste yrbanist^
urbanité yrbanité
urbi-et-orbi yrbi%torbi
uretère yrt%r
urgence yrjâs
urgent yrjâ
urgente yrjât
urger yrjé
urinaire yrin%r
urinal yrinal
urine yrin
uriner yriné
urinoir yrin!ar
urique yrik
urne yrn^
urographie yrografi
urologie yroloji
urologue yrolog
urticaire yrtik%r
urètre yr%tr^
urée yré
urémie yrémi
urémique yrémik
urétral yrétral
urétrale yrétral
urétraux yrétro
us ys
usage yzaj
usager yzajé
usagé yzajé
usagée yzajé
usant yzâ
usante yzât
user yzé
usinage yzinaj
usine yzin
usiner yziné
usinier yzinïé
usinière yzinï%r
usité ysité
usitée ysité
ustensile ystâsil
usuel yz%%l
usuelle yz%%l
usuellement yz%%lmâ
usufruit yzyfr%i
usufruitier yzyfr%itïé
usufruitière yzyfr%itï%r
usuraire yzyr%r
usure yzyr
usurier yzyrïé
usurière yzyrï%r
usurpateur yzyrpater
usurpation yzyrpasïô
usurpatrice yzurpatris
usurper yzyrpé
usé yzé
usée yzé
ut yt
utile ytil
utilement ytilmâ
utilisable ytilizabl^
utilisateur ytilizater
utilisation ytilizasïô
utilisatrice ytilizatris
utiliser ytilizé
utilitaire ytilit%r
utilité ytilité
utopie ytopi
utopique ytopik
utopiste ytopist^
utérin ytérê
utérine ytérin
utérus ytérys
uval yval
uvale yval
uvaux yvo
va va
va-et-vient vaévïê
va-nu-pieds vanypïé
va-tout vatu
vacance vakâs
vacances vakâs
vacancier vakâsïé
vacant vakâ
vacante vakât
vacarme vakarm^
vacation vakasïô
vaccin vaksê
vaccination vaksinasïô
vaccine vaksin
vacciner vaksiné
vache va/
vachement va/mâ
vacher va/é
vacherie va/ri
vacherin va/rê
vachette va/%t
vachère va/%r
vacillant vasiïâ
vacillante vasiïât
vacillation vasiïasïô
vacillement vasiïmâ
vaciller vasiïé
vacuité vak%ité
vacuole vak%ol
vade-mecum vadémékom
vadrouille vadruï
vadrouiller vadruïé
vagabond vagabô
vagabondage vagabôdaj
vagabonde vagabôd
vagabonder vagabôdé
vagin vajê
vaginal vajinal
vaginale vajinal
vaginaux vajino
vagir vajir
vagissant vajisâ
vagissante vajisât
vagissement vajismâ
vague vag
vaguelette vagl%t
vaguement vagmâ
vaguemestre vagm%str^
vaguer vagé
vahiné vainé
vaillamment vaïamâ
vaillance vaïâs
vaillant vaïâ
vaillante vaïât
vain vê
vaincre vêkr^
vaincu vêky
vaincue vêky
vaine v%n
vainement v%nmâ
vainqueur vêker
vair v%r
vairon v%rô
vaisseau v%so
vaisselier v%s^lïé
vaisselle v%s%l
val val
valable valabl^
valablement valabl^mâ
valence valâs
valet val%
valetaille valtaï
valeur valer
valeureuse valerEz
valeureux valerE
validation validasïô
valide valid
valider validé
validité validité
valise valiz
vallon valô
vallonnement valonmâ
vallonné valoné
vallonnée valoné
vallée valé
valoir val!ar
valorisation valorizasïô
valoriser valorizé
vals val
valse vals^
valser valsé
valseur valser
valseuse valsEz
valve valv^
valvule valvyl
valériane valérïan
valétudinaire valétydin%r
vamp vâp
vamper vâpé
vampire vâpir
vampirisme vâpirism^
van vâ
vanadium vanadïom
vandale vâdal
vandalisme vâdalism^
vanille vaniï
vanillier vaniïé
vanillé vaniïé
vanillée vaniïé
vaniteuse vanitEz
vaniteusement vanitEzmâ
vaniteux vanitE
vanité vanité
vannage vanaj
vanne van
vanneau vano
vanner vané
vannerie vanri
vanneur vaner
vanneuse vanEz
vannier vanïé
vanné vané
vannée vané
vantail vâtaï
vantard vâtar
vantarde vâtard^
vantardise vâtardiz
vantaux vâto
vanter vâté
vapeur vaper
vapeurs vaper
vaporeuse vaporEz
vaporeux vaporE
vaporisateur vaporizater
vaporisation vaporizasïô
vaporiser vaporizé
vaquer vaké
varappe varap
varech var%k
vareuse varEz
variabilité varïabilité
variable varïabl^
variante varïât
variation varïasïô
varice varis
varicelle varis%l
varier varïé
variole varïol
varioleuse varïolEz
varioleux varïolE
variolique varïolik
variolé varïolé
variolée varïolé
variqueuse varikEz
variqueux varikE
varié varïé
variée varïé
variété varïété
varlope varlop
vasculaire vaskyl%r
vascularisation vaskylarizasïô
vascularisé vaskylarizé
vascularisée vaskylarizé
vase vaz
vaseline vazlin
vaseliner vazliné
vaseuse vazEz
vaseux vazE
vasistas vazistas
vaso-constricteur vazokôstrikter
vaso-dilatateur vazodilatater
vaso-moteur vazomoter
vaso-motrice vazomotris
vasouillard vazuïar
vasouillarde vazuïard^
vasouiller vazuïé
vasque vask^
vassal vasal
vassale vasal
vassaux vaso
vaste vast^
vaticination vatisinasïô
vaticiner vatisiné
vau-l'eau volo
vaudeville vodvil
vaudevillesque vodvil%sk^
vaudevilliste vodvilist^
vaudou vodu
vaurien vorïê
vaurienne vorï%n
vautour votur
vautrer votré
vaux vo
veau vo
vecteur v%kter
vectoriel v%ktorï%l
vectorielle v%ktorï%l
vedette v^d%t
veille v%ï
veiller véïé
veilleur v%ïer
veilleuse v%ïEz
veillée véïé
veinard v%nar
veinarde v%nard^
veine v%n
veineuse v%nEz
veineux v%nE
veinule vényl
veiné véné
veinée véné
velléitaire véléit%r
velléité véléité
velours v^lur
velouté v^luté
veloutée v^luté
velu v^ly
velue v^ly
velum vélom
venaison v^n%zô
venant v^nâ
vendable vâdabl^
vendange vâdâj
vendanger vâdâjé
vendangeur vâdâjer
vendangeuse vâdâjEz
vendetta vâdéta
vendeur vâder
vendeuse vâdEz
vendre vâdr^
vendredi vâdr^di
vendu vâdy
vendue vâdy
venelle v^n%l
veneur v^ner
vengeance vâjâs
venger vâjé
vengeresse vâjr%s
vengeur vâjer
venimeuse v^nimEz
venimeux v^nimE
venin v^nê
venir v^nir
vent vâ
vente vât
venter vâté
venteuse vâtEz
venteux vâtE
ventilateur vâtilater
ventilation vâtilasïô
ventiler vâtilé
ventouse vâtuz
ventral vâtral
ventrale vâtral
ventraux vâtro
ventre vâtr^
ventriculaire vâtrikyl%r
ventricule vâtrikyl
ventriloque vâtrilok
ventriloquie vâtriloki
ventripotent vâtripotâ
ventripotente vâtripotât
ventru vâtry
ventrue vâtry
venu v^ny
venue v^ny
ver v%r
verbal v%rbal
verbale v%rbal
verbalement v%rbalmâ
verbalisation v%rbalizasïô
verbaliser v%rbalizé
verbalisme v%rbalism^
verbaux v%rbo
verbe v%rb^
verbeuse v%rbEz
verbeusement v%rbEzmâ
verbeux v%rbE
verbiage v%rbïaj
verbosité v%rbozité
verdeur v%rder
verdict v%rdikt
verdier v%rdïé
verdir v%rdir
verdissant v%rdisâ
verdissante v%rdisât
verdoiement v%rd!amâ
verdoyant v%rd!aïâ
verdoyante v%rd!aïât
verdoyer v%rd!aïé
verdure v%rdyr
verdâtre v%rdatr^
verge v%rj^
verger v%rjé
vergeture v%rj^tyr
vergeté v%rj^té
vergetée v%rj^té
verglacé v%rglasé
verglacée v%rglasé
verglas v%rgla
vergogne v%rgoN
vergue v%rg^
verjus v%rjy
vermeil v%rm%ï
vermeille v%rm%ï
vermicelle v%rmis%l
vermiculaire v%rmikyl%r
vermifuge v%rmifyj
vermillon v%rmiïô
vermine v%rmin
vermisseau v%rmiso
vermoulu v%rmuly
vermoulue v%rmuly
vermoulure v%rmulyr
vermout v%rmut
vermouth v%rmut
vernaculaire v%rnakyl%r
verni v%rni
vernie v%rni
vernir v%rnir
vernis v%rni
vernissage v%rnisaj
vernisser v%rnisé
verrat v%ra
verre v%r
verrerie v%rri
verrier v%rïé
verrière v%rï%r
verroterie v%rotri
verrou v%ru
verrouillage v%ruïaj
verrouiller v%ruïé
verrue v%ry
verruqueuse v%rykEz
verruqueux v%rykE
vers v%r
versant v%rsâ
versatile v%rsatil
versatilité v%rsatilité
verse v%rs^
verseau v%rso
versement v%rs^mâ
verser v%rsé
verset v%rs%
verseur v%rser
verseuse v%rsEz
versificateur v%rsifikater
versification v%rsifikasïô
versifier v%rsifïé
version v%rsïô
verso v%rso
versoir v%rs!ar
verste v%rst^
versé v%rsé
versée v%rsé
vert v%r
vert-de-gris v%rd^gri
vert-de-grisé v%rd^grizé
vert-de-grisée v%rd^grizé
verte v%rt^
vertement v%rt^mâ
vertical v%rtikal
verticale v%rtikal
verticalement v%rtikalmâ
verticalité v%rtikalité
verticaux v%rtiko
vertige v%rtij
vertigineuse v%rtijinEz
vertigineusement v%rtijinEzmâ
vertigineux v%rtijinE
vertu v%rty
vertueuse v%rt%Ez
vertueusement v%rt%Ezmâ
vertueux v%rt%E
vertugadin v%rtygadê
vertèbre v%rt%br^
vertébral v%rtébral
vertébrale v%rtébral
vertébraux v%rtébro
vertébré v%rtébré
vertébrée v%rtébré
vertébrés v%rtébré
verve v%rv^
verveine v%rv%n
vespasienne v%spazï%n
vespéral v%spéral
vespérale v%spéral
vespéraux v%spéro
vesse v%s
vessie vési
vestale v%stal
veste v%st^
vestiaire v%stï%r
vestibule v%stibyl
vestige v%stij
vestimentaire v%stimât%r
veston v%stô
veto véto
veuf vef
veule vEl
veulerie vElri
veuvage vevaj
veuve vev
vexant v%ksâ
vexante v%ksât
vexation v%ksasïô
vexatoire v%ksat!ar
vexer v%ksé
via vïa
viabilité vïabilité
viable vïabl^
viaduc vïadyk
viager vïajé
viagère vïaj%r
viande vïâd
viatique vïatik
vibrant vibrâ
vibrante vibrât
vibraphone vibrafon
vibraphoniste vibrafonist^
vibration vibrasïô
vibrato vibrato
vibratoire vibrat!ar
vibrer vibré
vibreur vibrer
vibrion vibriïô
vibrionner vibriïoné
vibromasseur vibromaser
vicaire vik%r
vicariat vikarïa
vice vis
vice-présidence visprézidâs
vice-président visprézidâ
vice-présidente visprézidât
vice-roi visr!a
vice-versa visév%rsa
vichy vi/i
viciation visïasïô
vicier visïé
vicieuse visïEz
vicieux visïE
vicinal visinal
vicinale visinal
vicinaux visino
vicissitudes visisityd
vicié visïé
viciée visïé
vicomte vikôt
vicomtesse vikôt%s
victime viktim
victoire vikt!ar
victoria viktorïa
victorieuse viktorïEz
victorieusement viktorïEzmâ
victorieux viktorïE
victuailles vikt%aï
vidage vidaj
vidange vidâj
vidanger vidâjé
vidangeur vidâjer
vide vid
vide-ordures vidordyr
vider vidé
vidé vidé
vidée vidé
vie vi
vieil vï%ï
vieillard vï%ïar
vieille vï%ï
vieillerie vï%ïri
vieillesse vï%ï%s
vieillir vïéïir
vieillissant vïéïisâ
vieillissante vïéïisât
vieillissement vïéïismâ
vieillot vï%ïo
vieillotte vï%ïot
vielle vï%l
vielleux vï%lE
vierge vï%rj^
vieux vïE
vif vif
vif-argent vifarjâ
vigie viji
vigilance vijilâs
vigilant vijilâ
vigilante vijilât
vigile vijil
vigne viN
vigneron viNrô
vigneronne viNron
vignette viN%t
vignoble viNobl^
vigogne vigoN
vigoureuse vigurEz
vigoureusement vigurEzmâ
vigoureux vigurE
vigueur viger
vil vil
vilain vilê
vilaine vil%n
vilainement vil%nmâ
vile vil
vilebrequin vilbr^kê
vilenie vilni
vilipender vilipâdé
villa villa
village vilaj
villageois vilaj!a
villageoise vilaj!az
ville vil
villosité vilozité
villégiature viléjïatyr
villégiaturer viléjïatyré
vin vê
vinaigre vin%gr^
vinaigrer vinégré
vinaigrette vin%gr%t
vinaigrier vin%griïé
vinasse vinas
vindicatif vêdikatif
vindicative vêdikativ
vindicte vêdikt^
vineuse vinEz
vineux vinE
vingt vê
vingtaine vêt%n
vingtième vêtï%m
vingtièmement vêtï%mmâ
vinicole vinikol
vinification vinifikasïô
vinyle vinil
vioc vïok
viol vïol
violacé vïolasé
violacée vïolasé
violateur vïolater
violation vïolasïô
violatrice vïolatris
viole vïol
violemment vïolamâ
violence vïolâs
violent vïolâ
violente vïolât
violenter vïolâté
violer vïolé
violet vïol%
violette vïol%t
violine vïolin
violon vïolô
violoncelle vïolôs%l
violoncelliste vïolôsélist^
violoneux vïolonE
violoniste vïolonist^
viorne vïorn^
vipère vip%r
virage viraj
virago virago
viral viral
virale viral
viraux viro
virelai virl%
virement virmâ
virer viré
virevoltant virvoltâ
virevoltante virvoltât
virevolte virvolt^
virevolter virvolté
virginal virjinal
virginale virjinal
virginaux virjino
virginité virjinité
virgule virgyl
viril viril
virile viril
virilement virilmâ
virilité virilité
virole virol
virtualité virt%alité
virtuel virt%%l
virtuelle virt%%l
virtuellement virt%%lmâ
virtuose virt%oz
virtuosité virt%ozité
virulence virylâs
virulent virylâ
virulente virylât
virus virys
virée viré
vis vis
vis-à-vis vizavi
visa viza
visage vizaj
visagiste vizajist^
viscosité viskozité
viscère vis%r
viscéral viséral
viscérale viséral
viscéraux viséro
viser vizé
viseur vizer
visibilité vizibilité
visible vizibl^
visiblement vizibl^mâ
vision vizïô
visionnaire vizïon%r
visionner vizïoné
visionneuse vizïonEz
visitation vizitasïô
visite vizit
visiter vizité
